sample,org,dataset,gpair,phylum,left_tpm_raw,junc_tpm_raw
SRR15334177_5_DK,Dendrolimus_kikuchii,DK_transc,9,Arthropoda,35817.844651092666,1386.9666033186083
SRR15334178_6_DK,Dendrolimus_kikuchii,DK_transc,6,Arthropoda,76347.22336506931,2245.357233700245
SRR15334179_7_DK,Dendrolimus_kikuchii,DK_transc,9,Arthropoda,62080.95624020312,676.9361142581226
SRR15334180_8_DK,Dendrolimus_kikuchii,DK_transc,8,Arthropoda,68899.47148926846,595.3905331900969
SRR15334181_9_DK,Dendrolimus_kikuchii,DK_transc,3,Arthropoda,279774.0341224863,468.98715160890464
SRR15334182_10_DK,Dendrolimus_kikuchii,DK_transc,4,Arthropoda,84231.49333317624,287.5557227869194
SRR15334183_11_DK,Dendrolimus_kikuchii,DK_transc,10,Arthropoda,11189.417874514756,855.4942326166414
SRR1554391_0_AG,Aphis_gossypii,AGos_transc2,14,Arthropoda,10587.731840839118,3799.201810835515
SRR1583604_0_AA,Aedes_aegypti,AA_unknwon_transc,12,Arthropoda,8990.110964427622,3559.3911723845604
SRR1583606_1_AA,Aedes_aegypti,AA_unknwon_transc,12,Arthropoda,8123.438076951805,2892.6231910238616
SRR1583607_2_AA,Aedes_aegypti,AA_unknwon_transc,12,Arthropoda,9261.34581221946,4855.141286985108
SRR1583608_3_AA,Aedes_aegypti,AA_unknwon_transc,12,Arthropoda,7030.00571429262,3582.513315344534
SRR15927891_12_DK,Dendrolimus_kikuchii,DK_transc,6,Arthropoda,71844.8371737106,1157.6664709133481
SRR15927892_13_DK,Dendrolimus_kikuchii,DK_transc,8,Arthropoda,63199.49514466405,970.1518233097096
SRR15927893_14_DK,Dendrolimus_kikuchii,DK_transc,7,Arthropoda,31500.183853884013,617.1138552340755
SRR15927894_15_DK,Dendrolimus_kikuchii,DK_transc,7,Arthropoda,40713.38453397279,532.0925895668879
SRR15927895_16_DK,Dendrolimus_kikuchii,DK_transc,8,Arthropoda,49157.05462492617,541.7944713469485
SRR15927896_17_DK,Dendrolimus_kikuchii,DK_transc,7,Arthropoda,41685.21957274372,439.38582753392393
SRR15927897_18_DK,Dendrolimus_kikuchii,DK_transc,6,Arthropoda,67261.50261994814,1894.2401483379604
SRR15927898_19_DK,Dendrolimus_kikuchii,DK_transc,7,Arthropoda,60507.46914794299,412.6768753815448
SRR15927899_20_DK,Dendrolimus_kikuchii,DK_transc,5,Arthropoda,87153.28018906843,1874.9942938263755
SRR15927900_21_DK,Dendrolimus_kikuchii,DK_transc,5,Arthropoda,61560.05136969956,489.9549015070282
SRR15927901_22_DK,Dendrolimus_kikuchii,DK_transc,7,Arthropoda,72315.23289240469,1102.155965270057
SRR15927902_23_DK,Dendrolimus_kikuchii,DK_transc,3,Arthropoda,149158.47009360904,210.3793801193739
SRR15927903_24_DK,Dendrolimus_kikuchii,DK_transc,11,Arthropoda,29491.4796284141,647.7124399990605
SRR1596454_1_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,2929.394673416096,1221.8818935460597
SRR1596457_4_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,4227.117720021973,1461.1028584489031
SRR1596458_5_AG,Anopheles_gambiae,a.gambiae,11,Arthropoda,7039.001691156014,2197.1888626990185
SRR1596460_7_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,6780.634758487135,2568.0125605913827
SRR1596461_8_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,5697.528786086641,2641.1545428482414
SRR1596462_9_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,6167.947590396019,2157.662725120397
SRR1596463_10_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,1444.193360969236,1403.181458022464
SRR1596466_13_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,1825.8124722290986,1926.2334906602457
SRR1596467_14_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,5682.33086602275,2206.89788842847
SRR1596468_15_AG,Anopheles_gambiae,a.gambiae,10,Arthropoda,9403.386682516768,3028.3161181231653
SRR1596469_16_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,2419.3534747464882,1402.0897483392337
SRR1596470_17_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,2651.3619824038124,1745.9825028122484
SRR1596471_18_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,21784.089477169153,6842.333939154121
SRR1596472_19_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,15023.689379656964,9854.685662011449
SRR1596475_22_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,13253.92994922002,7945.192856921653
SRR1596476_23_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,16017.961015909998,8871.195953700018
SRR1596477_24_AG,Anopheles_gambiae,a.gambiae,11,Arthropoda,8845.351190437605,10467.420889589948
SRR1596478_25_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,14541.25856352535,9538.085789976289
SRR1596479_26_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,13992.385998753212,7003.673416652098
SRR1596480_27_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,20282.38776943277,8942.791136342137
SRR1596481_28_AG,Anopheles_gambiae,a.gambiae,11,Arthropoda,2839.403721259793,3248.22169150551
SRR1596482_29_AG,Anopheles_gambiae,a.gambiae,9,Arthropoda,18827.258406231034,3044.747846403114
SRR1596483_30_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,13933.050333890835,11277.103699146955
SRR1596484_31_AG,Anopheles_gambiae,a.gambiae,11,Arthropoda,23227.11831667144,11169.304411628738
SRR1596485_32_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,27143.586411646444,9031.864516896938
SRR1596486_33_AG,Anopheles_gambiae,a.gambiae,10,Arthropoda,41225.259623411126,10640.632848520823
SRR1596487_34_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,10347.790071622778,8881.964314958292
SRR1596488_35_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,12440.740810994783,7478.491147733088
SRR1596489_36_AG,Anopheles_gambiae,a.gambiae,10,Arthropoda,12702.05342932319,3549.5099920330313
SRR1596490_37_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,3845.5205445441643,2146.4230595362314
SRR1596491_38_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,42645.615176490086,7264.726097363482
SRR1596492_39_AG,Anopheles_gambiae,a.gambiae,12,Arthropoda,34083.796267352474,8629.510860098657
SRR1648121_0_SI,Solenopsis_invicta,SI_random_transc,12,Arthropoda,30843.239474517613,9675.723444616611
SRR1648125_1_SI,Solenopsis_invicta,SI_random_transc,12,Arthropoda,33956.67359132236,7116.776177570728
SRR1648126_2_SI,Solenopsis_invicta,SI_random_transc,12,Arthropoda,33143.98443970538,8854.98424386467
SRR1703263_0_AG,Aphis_glycines,AP_transc2,14,Arthropoda,940.6262942988947,1068.8478744722806
SRR1703264_1_AG,Aphis_glycines,AP_transc2,14,Arthropoda,980.9935064875065,1164.8757493819826
SRR1703265_2_AG,Aphis_glycines,AP_transc2,14,Arthropoda,772.723269457857,1140.147750791702
SRR1703266_3_AG,Aphis_glycines,AP_transc2,14,Arthropoda,1337.5447960856557,1533.7561762653554
SRR1703267_4_AG,Aphis_glycines,AP_transc2,14,Arthropoda,1749.706568909361,1385.6756995041078
SRR1703268_5_AG,Aphis_glycines,AP_transc2,14,Arthropoda,1587.8195399738238,1597.298241727125
SRR1703269_6_AG,Aphis_glycines,AP_transc2,14,Arthropoda,564.1062863389327,700.9656476776449
SRR1703270_7_AG,Aphis_glycines,AP_transc2,14,Arthropoda,584.5768076258594,916.3307658890799
SRR1703271_8_AG,Aphis_glycines,AP_transc2,14,Arthropoda,592.1171799441678,789.8349138623935
SRR1703272_9_AG,Aphis_glycines,AP_transc2,14,Arthropoda,722.1925810321197,1349.3118707003264
SRR1703273_10_AG,Aphis_glycines,AP_transc2,14,Arthropoda,822.7648565483605,871.3694758173042
SRR1703274_11_AG,Aphis_glycines,AP_transc2,14,Arthropoda,934.0372089922344,814.9155632438058
SRR1706767_0_HS,Homo_sapiens,HS_lung_cancer,14,Chordata,1926.521217072348,4555.545938645484
SRR1706768_1_HS,Homo_sapiens,HS_lung_cancer,14,Chordata,2024.460406434459,4846.515128675082
SRR1706769_2_HS,Homo_sapiens,HS_lung_cancer,14,Chordata,1968.3315077448106,4275.352002077681
SRR1706770_3_HS,Homo_sapiens,HS_lung_cancer,14,Chordata,2018.145520474152,4847.794633459822
SRR1706771_4_HS,Homo_sapiens,HS_lung_cancer,14,Chordata,1783.4650477624264,4652.817364768685
SRR1706772_5_HS,Homo_sapiens,HS_lung_cancer,14,Chordata,1859.1659076810538,4769.433847162183
SRR1706773_6_HS,Homo_sapiens,HS_lung_cancer,14,Chordata,1849.3808279888785,4723.028903111052
SRR1706774_7_HS,Homo_sapiens,HS_lung_cancer,14,Chordata,1837.7231409215465,4951.504320991995
SRR1706775_8_HS,Homo_sapiens,HS_lung_cancer,14,Chordata,1913.200828804942,4924.777054132393
SRR1706776_9_HS,Homo_sapiens,HS_lung_cancer,14,Chordata,1999.7168284228292,4651.763490848278
SRR1706777_10_HS,Homo_sapiens,HS_lung_cancer,14,Chordata,1987.1563659721787,4836.184100734298
SRR1706778_11_HS,Homo_sapiens,HS_lung_cancer,14,Chordata,1985.580449860293,4731.009755956089
SRR1706779_12_HS,Homo_sapiens,HS_lung_cancer,14,Chordata,1807.5860263393693,4726.23457396083
SRR1706780_13_HS,Homo_sapiens,HS_lung_cancer,14,Chordata,1831.0298862156837,4955.054182478846
SRR1706781_14_HS,Homo_sapiens,HS_lung_cancer,14,Chordata,1831.909587002568,4888.10875997394
SRR1706782_15_HS,Homo_sapiens,HS_lung_cancer,14,Chordata,1803.311179591106,4651.500026485913
SRR1706783_16_HS,Homo_sapiens,HS_lung_cancer,14,Chordata,1952.2821086991212,5242.025288802219
SRR1706784_17_HS,Homo_sapiens,HS_lung_cancer,14,Chordata,1889.7289903074386,5267.7004464128695
SRR1706785_18_HS,Homo_sapiens,HS_lung_cancer,14,Chordata,1935.5488678324473,4922.668281259668
SRR1706786_19_HS,Homo_sapiens,HS_lung_cancer,14,Chordata,1936.409988383803,4959.7019371142105
SRR1706817_50_HS,Homo_sapiens,HS_lung_cancer,13,Chordata,3100.1850059717226,753.9260886030977
SRR1706818_51_HS,Homo_sapiens,HS_lung_cancer,13,Chordata,3171.414708059164,752.7122582442515
SRR1706819_52_HS,Homo_sapiens,HS_lung_cancer,12,Chordata,2954.922920057983,768.5182942751172
SRR1706820_53_HS,Homo_sapiens,HS_lung_cancer,13,Chordata,2681.8744211675976,520.8338922758261
SRR1706821_54_HS,Homo_sapiens,HS_lung_cancer,12,Chordata,2882.320939889224,622.8363537544478
SRR1706822_55_HS,Homo_sapiens,HS_lung_cancer,13,Chordata,3240.719932600572,730.7976883645987
SRR1706823_56_HS,Homo_sapiens,HS_lung_cancer,12,Chordata,2907.2217470623536,864.3633095464552
SRR1706824_57_HS,Homo_sapiens,HS_lung_cancer,13,Chordata,2676.348967991144,682.6164452938461
SRR1706825_58_HS,Homo_sapiens,HS_lung_cancer,12,Chordata,2995.640245492111,635.6995459984282
SRR1706826_59_HS,Homo_sapiens,HS_lung_cancer,12,Chordata,3040.07519326199,905.8920194071966
SRR1706827_60_HS,Homo_sapiens,HS_lung_cancer,10,Chordata,3698.9310818930476,462.85236389385364
SRR1706828_61_HS,Homo_sapiens,HS_lung_cancer,11,Chordata,1545.1264840704694,553.1381384457284
SRR1706829_62_HS,Homo_sapiens,HS_lung_cancer,11,Chordata,1631.5789637030332,473.8595626437912
SRR1706830_63_HS,Homo_sapiens,HS_lung_cancer,12,Chordata,1579.4911514129712,561.192617398169
SRR1706831_64_HS,Homo_sapiens,HS_lung_cancer,13,Chordata,1618.7562815848066,392.6045018526462
SRR1706832_65_HS,Homo_sapiens,HS_lung_cancer,12,Chordata,1571.9680092318897,562.7587189278048
SRR1706833_66_HS,Homo_sapiens,HS_lung_cancer,12,Chordata,1614.1253589680857,453.19101290094875
SRR1706834_67_HS,Homo_sapiens,HS_lung_cancer,11,Chordata,1766.7713770810865,309.4479321045404
SRR1706835_68_HS,Homo_sapiens,HS_lung_cancer,10,Chordata,3839.525699656083,640.4547442031025
SRR1706836_69_HS,Homo_sapiens,HS_lung_cancer,11,Chordata,1649.435099405555,449.7922846875859
SRR1777192_0_AP,Anas_platyrhynchos,AP_duck,12,Chordata,57605.10938552207,13286.425323991123
SRR1777193_1_AP,Anas_platyrhynchos,AP_duck,12,Chordata,57605.10938552207,13286.425323991123
SRR1777194_2_AP,Anas_platyrhynchos,AP_duck,12,Chordata,56028.56077462908,11448.777481322999
SRR1777195_3_AP,Anas_platyrhynchos,AP_duck,12,Chordata,61426.98039176794,17399.436303121383
SRR1813819_1_AG,Aphis_gossypii,AGos_transc2,14,Arthropoda,10394.957371331338,4016.539331001762
SRR1813821_2_AG,Aphis_gossypii,AGos_transc2,14,Arthropoda,9458.872692567633,4943.085031533748
SRR1813826_3_AG,Aphis_gossypii,AGos_transc2,14,Arthropoda,10410.483037868913,3565.9054746870142
SRR1945074_0_LH,Linepithema_humile,LH_queen_transc,12,Arthropoda,37470.55423611886,4403.651092706443
SRR1945090_1_LH,Linepithema_humile,LH_queen_transc,12,Arthropoda,39239.930976981166,4847.8102031810395
SRR1945172_2_LH,Linepithema_humile,LH_queen_transc,11,Arthropoda,51345.20306557425,6085.155875868192
SRR1945261_3_LH,Linepithema_humile,LH_queen_transc,12,Arthropoda,40181.36367977421,5378.456646917022
SRR1947297_4_LH,Linepithema_humile,LH_queen_transc,12,Arthropoda,38130.42645738105,4088.3816952831967
SRR1947301_6_LH,Linepithema_humile,LH_queen_transc,11,Arthropoda,47279.02701104634,6897.818237762607
SRR1948104_7_LH,Linepithema_humile,LH_queen_transc,12,Arthropoda,38655.95028067167,4032.688677293666
SRR1948105_8_LH,Linepithema_humile,LH_queen_transc,12,Arthropoda,39105.92206038137,4136.376886892951
SRR1948182_9_LH,Linepithema_humile,LH_queen_transc,11,Arthropoda,52139.48164526679,6880.939384783672
SRR1948184_10_LH,Linepithema_humile,LH_queen_transc,12,Arthropoda,41150.51282396451,4899.730749676803
SRR1948185_11_LH,Linepithema_humile,LH_queen_transc,11,Arthropoda,48128.2124315063,5711.70798313093
SRR1948229_12_LH,Linepithema_humile,LH_queen_transc,11,Arthropoda,52750.249121403154,5017.321092783536
SRR1948236_15_LH,Linepithema_humile,LH_queen_transc,12,Arthropoda,38917.19822344954,4949.372425740655
SRR1948238_16_LH,Linepithema_humile,LH_queen_transc,12,Arthropoda,38807.56689761449,4103.803604368641
SRR1948276_19_LH,Linepithema_humile,LH_queen_transc,12,Arthropoda,36846.653554879274,5853.029862207775
SRR1948279_20_LH,Linepithema_humile,LH_queen_transc,12,Arthropoda,38147.80683668995,4458.296984129004
SRR1948288_21_LH,Linepithema_humile,LH_queen_transc,12,Arthropoda,38340.97237999153,5021.255343539955
SRR1948294_22_LH,Linepithema_humile,LH_queen_transc,12,Arthropoda,40291.94953031249,4834.053233785232
SRR1948348_23_LH,Linepithema_humile,LH_queen_transc,12,Arthropoda,40462.44186068371,5290.162844301185
SRR1957124_0_HS,Homo_sapiens,HS_WTransc_diff_tissues,14,Chordata,9194.064862914776,12123.518102268601
SRR1957125_1_HS,Homo_sapiens,HS_WTransc_diff_tissues,14,Chordata,13132.17499066953,17690.930886375085
SRR1957183_2_HS,Homo_sapiens,HS_WTransc_diff_tissues,14,Chordata,6820.820400497789,11630.40879837764
SRR1957186_3_HS,Homo_sapiens,HS_WTransc_diff_tissues,14,Chordata,9422.667252422778,12831.565220797484
SRR1957188_4_HS,Homo_sapiens,HS_WTransc_diff_tissues,14,Chordata,11169.299918955187,10219.655277700229
SRR1957191_5_HS,Homo_sapiens,HS_WTransc_diff_tissues,14,Chordata,4130.270814780992,6758.881379938261
SRR1957192_6_HS,Homo_sapiens,HS_WTransc_diff_tissues,14,Chordata,5080.92060620745,8372.220105746956
SRR1957193_7_HS,Homo_sapiens,HS_WTransc_diff_tissues,14,Chordata,8952.142123777243,8603.823657626599
SRR1957197_9_HS,Homo_sapiens,HS_WTransc_diff_tissues,14,Chordata,14219.80278996261,16442.02339368927
SRR1957198_10_HS,Homo_sapiens,HS_WTransc_diff_tissues,14,Chordata,10514.508373149554,12156.913555483276
SRR1957200_11_HS,Homo_sapiens,HS_WTransc_diff_tissues,14,Chordata,7445.136918104565,11863.136651944915
SRR1957203_14_HS,Homo_sapiens,HS_WTransc_diff_tissues,14,Chordata,10621.57138807067,12634.900636571008
SRR1957205_15_HS,Homo_sapiens,HS_WTransc_diff_tissues,14,Chordata,12249.526708193926,12129.128240776543
SRR1957206_16_HS,Homo_sapiens,HS_WTransc_diff_tissues,14,Chordata,9410.596121010327,12204.177802396978
SRR1957207_17_HS,Homo_sapiens,HS_WTransc_diff_tissues,14,Chordata,4071.965560762489,5697.031649320864
SRR2062280_0_PX,Plutella_xylostella,PX_random_transc,11,Arthropoda,3881.546630202579,743.8488166552403
SRR2062281_1_PX,Plutella_xylostella,PX_random_transc,8,Arthropoda,51901.23106037339,1745.8096727370357
SRR2168747_0_BT,Bemisia_tabaci,BT_transc1,12,Arthropoda,514.7985595475984,72.64407421496074
SRR2168751_1_BT,Bemisia_tabaci,BT_transc1,12,Arthropoda,422.93575234378085,645.4831164602242
SRR2174309_2_BT,Bemisia_tabaci,BT_transc1,12,Arthropoda,333.8143379060963,209.52520621045537
SRR2174310_3_BT,Bemisia_tabaci,BT_transc1,11,Arthropoda,1333.2395370936813,388.0188579697705
SRR2174311_4_BT,Bemisia_tabaci,BT_transc1,12,Arthropoda,820.1398771730028,287.230323371881
SRR2174312_5_BT,Bemisia_tabaci,BT_transc1,11,Arthropoda,160.88394959942443,276.8534513876876
SRR2174316_6_BT,Bemisia_tabaci,BT_transc1,10,Arthropoda,1318.9865537955088,270.6552298119898
SRR2174318_7_BT,Bemisia_tabaci,BT_transc1,11,Arthropoda,55.387978408635256,393.9451304716421
SRR2174322_8_BT,Bemisia_tabaci,BT_transc1,12,Arthropoda,727.5815396507022,650.6737231504055
SRR2174324_9_BT,Bemisia_tabaci,BT_transc1,12,Arthropoda,1081.5742688920448,297.3341947251925
SRR2174325_10_BT,Bemisia_tabaci,BT_transc1,12,Arthropoda,543.9975709097957,225.97411257082896
SRR2174326_11_BT,Bemisia_tabaci,BT_transc1,12,Arthropoda,928.7340934545437,907.1822251904773
SRR2616680_0_LP,Limulus_polyphemus,LP_transcriptome_polya,12,Arthropoda,9741.414263156194,13983.93329645888
SRR2994963_0_SS,Sus_scrofa,SS_cDNA,12,Chordata,41067.209059870875,20341.78506269239
SRR2995031_1_SS,Sus_scrofa,SS_cDNA,12,Chordata,40156.16919625651,16958.24431945438
SRR2995134_2_SS,Sus_scrofa,SS_cDNA,12,Chordata,40781.80226187072,19408.011833328554
SRR2995139_3_SS,Sus_scrofa,SS_cDNA,12,Chordata,41172.65947223248,19621.942394280544
SRR2995140_4_SS,Sus_scrofa,SS_cDNA,12,Chordata,38906.02326802084,18142.704938405433
SRR2995142_5_SS,Sus_scrofa,SS_cDNA,12,Chordata,42426.88697644814,24571.3091666389
SRR2995144_6_SS,Sus_scrofa,SS_cDNA,12,Chordata,39948.109037244765,27354.83298442642
SRR2995148_7_SS,Sus_scrofa,SS_cDNA,12,Chordata,41016.39513931789,27416.77106804859
SRR2995151_8_SS,Sus_scrofa,SS_cDNA,12,Chordata,37180.72619591004,27047.157558540363
SRR2995155_9_SS,Sus_scrofa,SS_cDNA,12,Chordata,40256.45509505257,23663.442013450884
SRR304667_0_AG,Aphis_glycines,AG_transcriptome,13,Arthropoda,2016.964886053992,7363.1349286051955
SRR304669_1_AG,Aphis_glycines,AG_transcriptome,9,Arthropoda,7308.8776311314205,3945.910138349029
SRR304670_2_AG,Aphis_glycines,AG_transcriptome,14,Arthropoda,777.726473924441,4161.613536117218
SRR3097695_4_AP,Anas_platyrhynchos,AP_duck,12,Chordata,59532.654539560695,18921.371330808008
SRR3097696_5_AP,Anas_platyrhynchos,AP_duck,12,Chordata,50841.984217347686,12312.281585262048
SRR3097697_6_AP,Anas_platyrhynchos,AP_duck,12,Chordata,52527.66977938244,8747.598981691006
SRR3097698_7_AP,Anas_platyrhynchos,AP_duck,12,Chordata,53012.117633427915,16607.996449749626
SRR3097699_8_AP,Anas_platyrhynchos,AP_duck,12,Chordata,48884.087020818486,11756.442977695093
SRR3097700_9_AP,Anas_platyrhynchos,AP_duck,12,Chordata,49430.71595666669,8150.583195356965
SRR3097701_10_AP,Anas_platyrhynchos,AP_duck,12,Chordata,48890.653861683706,45805.12496175082
SRR3097702_11_AP,Anas_platyrhynchos,AP_duck,12,Chordata,49324.36519221247,45775.29416557902
SRR3097703_12_AP,Anas_platyrhynchos,AP_duck,12,Chordata,54820.54061576623,42223.57264884477
SRR3097704_13_AP,Anas_platyrhynchos,AP_duck,12,Chordata,58744.24611718126,49534.94426284847
SRR3097705_14_AP,Anas_platyrhynchos,AP_duck,12,Chordata,46442.34782012167,42447.87781158992
SRR3097706_15_AP,Anas_platyrhynchos,AP_duck,12,Chordata,50992.23603735219,45417.74110718844
SRR3097707_16_AP,Anas_platyrhynchos,AP_duck,12,Chordata,53306.41115657035,42259.89106331118
SRR3097708_17_AP,Anas_platyrhynchos,AP_duck,12,Chordata,56631.477962268305,45327.561828543316
SRR3097709_18_AP,Anas_platyrhynchos,AP_duck,12,Chordata,53653.86925397153,39687.89102704281
SRR3097710_19_AP,Anas_platyrhynchos,AP_duck,12,Chordata,28838.646904218556,40969.06425027666
SRR3097711_20_AP,Anas_platyrhynchos,AP_duck,4,Chordata,45.094229175002624,2116.461806281549
SRR3097712_21_AP,Anas_platyrhynchos,AP_duck,1,Chordata,116.92925750562055,3396.507654581661
SRR3097713_22_AP,Anas_platyrhynchos,AP_duck,3,Chordata,194.5509944452889,2911.1242955056764
SRR3097714_23_AP,Anas_platyrhynchos,AP_duck,2,Chordata,227.76375713971564,3851.595989716288
SRR3097715_24_AP,Anas_platyrhynchos,AP_duck,7,Chordata,185.76373424222805,2092.613208654335
SRR3097716_25_AP,Anas_platyrhynchos,AP_duck,3,Chordata,49.57672444149321,4090.980051493348
SRR3097717_26_AP,Anas_platyrhynchos,AP_duck,1,Chordata,4385.896352941803,13550.243957451856
SRR3097718_27_AP,Anas_platyrhynchos,AP_duck,4,Chordata,81.86018712705403,1304.2688712696229
SRR3111523_0_HS,Homo_sapiens,HS_placenta,14,Chordata,26179.604176276218,23322.602988953076
SRR3111524_1_HS,Homo_sapiens,HS_placenta,14,Chordata,41560.2009496706,35024.69617321073
SRR3111525_2_HS,Homo_sapiens,HS_placenta,14,Chordata,16854.402500154534,27793.94670219859
SRR3111526_3_HS,Homo_sapiens,HS_placenta,14,Chordata,4267.783990504853,12857.103018902955
SRR3111527_4_HS,Homo_sapiens,HS_placenta,14,Chordata,37170.86271024845,32033.12662471451
SRR3111528_5_HS,Homo_sapiens,HS_placenta,14,Chordata,35539.65851363125,47825.68462279154
SRR3111529_6_HS,Homo_sapiens,HS_placenta,14,Chordata,31322.732813551578,33438.09103810407
SRR3111530_7_HS,Homo_sapiens,HS_placenta,14,Chordata,35093.876461910746,33167.4321731481
SRR3111531_8_HS,Homo_sapiens,HS_placenta,14,Chordata,11934.640628738696,20629.967800590093
SRR3111532_9_HS,Homo_sapiens,HS_placenta,7,Chordata,6013.0122756410165,7200.72173387872
SRR3111533_10_HS,Homo_sapiens,HS_placenta,12,Chordata,12121.055976054431,24738.566680707816
SRR3111534_11_HS,Homo_sapiens,HS_placenta,14,Chordata,39337.39510114316,29221.12709012613
SRR3111535_12_HS,Homo_sapiens,HS_placenta,14,Chordata,34259.654307610035,30024.12446544873
SRR3111536_13_HS,Homo_sapiens,HS_placenta,14,Chordata,33502.283579863055,33944.85275217715
SRR3111537_14_HS,Homo_sapiens,HS_placenta,14,Chordata,39651.98592906389,29944.782831452598
SRR3111538_15_HS,Homo_sapiens,HS_placenta,14,Chordata,36675.60385784623,31555.798300291855
SRR3209257_0_SM,Schistosoma_mansoni,SM_parasitic_flatworm,11,Platyhelminthes,68965.15640439854,54008.19280531148
SRR3209258_1_SM,Schistosoma_mansoni,SM_parasitic_flatworm,11,Platyhelminthes,67565.53139272971,54874.611588207066
SRR3209259_2_SM,Schistosoma_mansoni,SM_parasitic_flatworm,11,Platyhelminthes,66621.50092788218,50367.26775853599
SRR3209260_3_SM,Schistosoma_mansoni,SM_parasitic_flatworm,11,Platyhelminthes,55751.47342130509,63904.578125379005
SRR3209261_4_SM,Schistosoma_mansoni,SM_parasitic_flatworm,11,Platyhelminthes,50660.70790884693,62711.276771878256
SRR3209262_5_SM,Schistosoma_mansoni,SM_parasitic_flatworm,11,Platyhelminthes,59901.89829170001,60029.83541266895
SRR3593587_0_SP,Strongylocentrotus_purpuratus,SP_sea_urchin_transcriptome,12,Echinodermata,17533.26551568253,53348.82865925664
SRR3593588_1_SP,Strongylocentrotus_purpuratus,SP_sea_urchin_transcriptome,12,Echinodermata,17940.36161670011,56758.668900210956
SRR3593589_2_SP,Strongylocentrotus_purpuratus,SP_sea_urchin_transcriptome,12,Echinodermata,44273.75442839182,59881.83214489973
SRR3593590_3_SP,Strongylocentrotus_purpuratus,SP_sea_urchin_transcriptome,12,Echinodermata,21887.37053251617,43981.42953836991
SRR3593591_4_SP,Strongylocentrotus_purpuratus,SP_sea_urchin_transcriptome,12,Echinodermata,25653.870820575656,52721.36341500736
SRR3593592_5_SP,Strongylocentrotus_purpuratus,SP_sea_urchin_transcriptome,12,Echinodermata,33454.816728004625,50402.862778826966
SRR3593593_6_SP,Strongylocentrotus_purpuratus,SP_sea_urchin_transcriptome,12,Echinodermata,32329.679033842054,42755.72982852247
SRR3593594_7_SP,Strongylocentrotus_purpuratus,SP_sea_urchin_transcriptome,12,Echinodermata,21021.264315207154,57752.39231992742
SRR3593595_8_SP,Strongylocentrotus_purpuratus,SP_sea_urchin_transcriptome,12,Echinodermata,21580.17849361065,54935.3194260287
SRR3593596_9_SP,Strongylocentrotus_purpuratus,SP_sea_urchin_transcriptome,12,Echinodermata,30034.667223742243,50219.59501762988
SRR3593597_10_SP,Strongylocentrotus_purpuratus,SP_sea_urchin_transcriptome,12,Echinodermata,28383.951798495702,48397.29088883556
SRR3593598_11_SP,Strongylocentrotus_purpuratus,SP_sea_urchin_transcriptome,12,Echinodermata,31844.048379675914,55348.76952980523
SRR3593599_12_SP,Strongylocentrotus_purpuratus,SP_sea_urchin_transcriptome,12,Echinodermata,27399.807822118608,46716.17410808064
SRR3593600_13_SP,Strongylocentrotus_purpuratus,SP_sea_urchin_transcriptome,12,Echinodermata,29614.345027446492,51880.056449351876
SRR3593601_14_SP,Strongylocentrotus_purpuratus,SP_sea_urchin_transcriptome,12,Echinodermata,34203.78542579189,49114.43137410885
SRR3623302_1_PX,Plutella_xylostella,PX_rna,12,Arthropoda,14429.043417372888,3425.6081105816606
SRR3623303_2_PX,Plutella_xylostella,PX_rna,12,Arthropoda,26499.724821524935,8303.083577701416
SRR3623304_3_PX,Plutella_xylostella,PX_rna,9,Arthropoda,33524.2918177657,2504.094328919725
SRR391655_5_AC,Anolis_carolinensis,AC_green_anole,12,Chordata,48219.693460221606,14737.034138303905
SRR391656_6_AC,Anolis_carolinensis,AC_green_anole,8,Chordata,79263.88407323913,22046.621934502215
SRR3984982_1_LP,Limulus_polyphemus,LP_transcriptome_polya,12,Arthropoda,9365.715549890418,11985.665625846614
SRR3987665_2_LP,Limulus_polyphemus,LP_transcriptome_polya,12,Arthropoda,9506.208420867797,16117.841928702775
